Post,Intensity
愿都有美好的未来，确实可惜了。（ps不太认同人大的做法，这个惩罚代价太大了。在复试群里分享试题的具体性伤害我们不知道有多大，最后的结果谁是受益者也不清楚，如果截图举报人也是受益者呢？单凭一个截图举报就把别人的努力付之东流，这太过激了。） ?,-0.125
既然绝大多数家长选择给孩子报奥数班在于择校，那取消择校不就完事了吗。教育部也多次叫停以奥数作为择校的依据，择校热也降温了一些。然而，择校一直都在，掐尖现象并没有停止，而是变得更加隐蔽。学校要发展，生源很重要，一些名校会主动与一些小学联系，直接通过学校名单选择优秀学生名单，通过短信通知学生们去某地点考试，考试合格者提前被录取进入。明面上是通过抽签决定进入哪所学校，而实际上这里面的操作空间巨大。 收起全文d,-0.125
既然绝大多数家长选择给孩子报奥数班在于择校，那取消择校不就完事了吗。教育部也多次叫停以奥数作为择校的依据，择校热也降温了一些。然而，择校一直都在，掐尖现象并没有停止，而是变得更加隐蔽。学校要发展，生源很重要，一些名校会主动与一些小学联系，直接通过学校名单选择优秀学生名单，通过短信通知学生们去某地点考试，考试合格者提前被录取进入。明面上是通过抽签决定进入哪所学校，而实际上这里面的操作空间巨大 收起全文d,-0.125
那以后放假是不是查不了作业了 ?,-0.125
大连外国语大学解封！解封！解封西安外国语大学解封！解封！解封！解封！解封！解封！ O网页链接 ?,-0.125
 赠人玫瑰，手有余香但若保护不好自己那么带刺的玫瑰会刺伤你 ?,-0.125
按标准来说，那那些分享考研复试经验的都应该被取消资格，毕竟承诺书上说的意思是不在任何时间不以任何形式外传那那些卖题的是不是都得抓起来假如真的这样严格执行，学校是不是高枕无忧，干脆年年考一模一样的题好了彻底解放不用为复试费心了。举报的人到底是正义还是什么的，大家都明白。别拿正义的幌子去粉饰了，太脏了? 收起全文d,-0.125
我就是那种综合成绩排前列被老师拉进奥数班的，结果出去参加比赛我一点成绩没拿到，完全是看着有数学天赋的同学秀才华，我是属于被秀的。普通孩子不建议学奥数，但是重点学校小升初却以奥数作为考核内容之一，这就逼着有其他科目特长的普通孩子也一起去学奥数了。能多得一分是一分，有哪个家长会放松？你要非得说想进重点初中尖子班的已经不是普通孩子了，那就是扯淡。除非是国内那些个名校，其他地方重点的尖子班其实大部分还是普通孩子。 收起全文d,-0.125
举报的人一下少了三十个竞争对手 ?,-0.125
曾梦想过人大法硕，看了很多文章，有点感想吧。泄题本身有错但不具有危害故意，制度是为了维护公平那么所有利益相关人人是不是应该一视同仁。如果制度核心是为了警醒他人不犯错减少危害，那么这个举措在让孩子们不敢泄题，但是却对后面考研人生涯中带来多少危害;出现问题先把威胁因素消灭，是一个合格的高等知识分子中国共产主义接班人的举动吗？ 收起全文d,-0.125
 太棒了 巴不得轻松一点 什么时候不允许布置作业 不要求成绩 不以平均分作为评价老师的唯一手段 那就喜大普奔，老师也不愿意批那么多作业，还真以为老师闲得慌，没事发群里让你督促你孩子做作业，连好都不知道，真的无语 ?,-0.125
卑鄙是卑鄙者的通行证，高尚是高尚者的墓志铭好像他们确实没什么机会了，但我真希望那些看到了题目的人也能被取消资格，不然到底什么才叫公平 2天津·天津大学北洋园区 ?,-0.125
 我也不建议孩子学奥数哎，真的很累，每天的功课就已经够多了，孩子的身体真的吃不消啊 ?,-0.125
学到了，冷漠才是处世规则。不敢多谈复试了 ?,-0.125
我们不天天写在黑板吗，然而孩子并不会抄，家长天天问的时候我们能怎么办呢？弄得好像都是我们老师的错一样，说什么以前我们都没有手机啊，不也这样过来了吗？那时候有那么难管吗？说不得碰不到，天天提心吊胆的，做个班主任跟保姆一样，连信息来不及回复都担心被投诉结果呢，还说老师这的，那的，得了，总之就是只有老师有问题 收起全文d,-0.125
希望我的学校也解封，隔壁学校都解封了，不知道还在等什么 ?,-0.125
“法律独来独往，很多人都成为了精致的利己主义者，但我还是希望法学生都能做法治之光。法律不能使人向上，向上的只能是道德。学了这么多年的法律之后，请大家保持一个做人的善良的底线，不要把法律当工具，不然整个教育都是失败的。”                —— ? ???民法周洪江 收起全文d,-0.125
“法律独来独往，很多人都成为了精致的利己主义者，但我还是希望法学生都能做法治之光。法律不能使人向上，向上的只能是道德。学了这么多年的法律之后，请大家保持一个做人的善良的底线，不要把法律当工具，不然整个教育都是失败的。”             ——@民法周洪江 ?,-0.125
扬州有个智慧学堂还是课堂来着有的老师在qq群布置作业 有的在这个app上布置 我爸妈50岁的人了 每天被信息“轰炸” 还要上传作业（图片/录音/视频形式）把家庭作业写在黑板上不行吗？群里形式主义的东西与大学不相上下每天一个恐婚恐育小技巧 ?,-0.128
不知道该说什么，只是觉得具有暖意的规则不存在，你的善良也可以被别人打击。 ?,-0.128
有家长说，学奥数就是让大部分孩子反复证明自己是个“傻子”。 2美国·萨克拉门托 ?,-0.128
 虽然不是考的法硕，但是看到这个真的好难过，背诵过程有多么崩溃只有自己知道，能一直坚持两年甚至三年谈何容易 ?,-0.128
415分有多难考背后有多少个日日夜夜是几年心酸努力的结果不是所有人都懂啊，415分未来是何等优秀的法律人…… 2恩施·湖北民族大学 ?,-0.128
这算啥，给你们看看当年的要电门事件，只能说我大西外人? ?,-0.128
嘶～真让人后背发凉！一时不知道说什么....怎么说呢 规则固然重要，做人做事也该严谨 尤其还是学法的人但是！这个结果虽说也让人提不出什么实质性反驳却着实让人膈应。不好说谁对谁错 只是可能人心就是这么凉的吧～说什么做什么都要反复斟酌那最后还能剩下多少真诚？考研不易...希望我们权衡利弊得失之后仍然能保持同理心，保持清醒也要热泪盈眶！ 收起全文d,-0.128
西安外国语大学封闭管理教育部要求高校方便学生进出校门#  900多万了阅读量了，帖子却寥寥无几。而且这个博主的视频被删除了。上次李文亮医生的那个事情删帖子挺快的，没想到这次这个事情或许又要幕后降热度了。 ?,-0.128
上联：风能进，雨能进，领导职工都能进 下联：猪能出，狗能出，唯独学生不能出 横批：保护学生 ?,-0.128
我算了一下，如果能把课表排的满满的我们十一月就可以放假了。然而课表很空旷，也不能出去校园，下课除了寝室哪也没地方去。梦回高中。 ?,-0.128
玩微博的好多小孩子啊，都在控诉我k12阶段学校都不让带手机… ?,-0.13
确实 封校只封学生没啥作用 ，还导致午餐时间人流量特别大，傍晚洗澡时爆满，甚至有排队到最后洗不了的。另外就是超市和食堂涨价问题，以前食堂吃饭6-7块 现在至少8块 而且分量不多。 2阜阳·阜阳师范大学西湖校区 ?,-0.13
这件事之所以让人这么难过，是因为大家都知道被举报者的本意不是破坏规则。 ?,-0.13
毕竟央央带国 压榨就要从大学时做起 形式主义给?s ?,-0.13
我觉得如果法律丧失了人性的温度的话，其实也失去了让人敬畏的意义了吧。。。还有谁愿意一生为之坚守为之奋斗呢会很恐怖的吧 ?,-0.13
亚瑟王的骑士们 其实我一直不赞成用手机布置作业，孩子本来自制力就差，老师也严令不让孩子玩手机，却自相矛盾在手机上布置作业，也是很神奇了 ?,-0.133
分享复试题的那些人想必是好心的，在这个内卷的时代能有个报团取暖的地方也是挺好的，但举报他人的那个人也是挺狠的。上升到规定，法律层面，他也没啥错，把他说成是捍卫规则的人也没错。前面的人挺可惜的。 ?,-0.14
 于情不合适，于理没问题。法硕考试，这件事的本身也是一次考试，不可大意，不能有疏漏。 ?,-0.146
唉怎么说呢从法律层面上说：你签了保密协议然后分享复试题确实是违反规定了，被处罚也没有啥问题。但是从道德层面上我还是感到可惜，复试完了别人问你考得啥，分享一下帮别人一把这个事情太常见了…可惜了谨言慎行 ?,-0.146
我真不明白，作为竞争对手，我把完整的题泄露给你，图啥，图你把我挤下去。考过研的大概都知道，最多也就是说个流程和自己感想，怎么定义泄题呢，我们学姐在我们复试之前当着老师的面跟我们讲流程算不算泄题。就算是犯规，我请问那个举报的有没有被取消成绩呢？那个群里面人一个有一个都看了题，是不是应该一视同仁，那些问问题的有没有被取消成绩呢？ 收起全文d,-0.146
其实封闭真的就是一个笑话啊，高校封闭，封闭的也就只有学生而已，其他的都不影响，进进出出的，只不过是为了学校内部赚钱又找了一个官方的理由而已，学校的套路一向如此 ?,-0.146
理性的来说，法理大于情理。既然签了保密协议，结束自己的复试后就不应该泄题。好心也不能漠视规则。既然违约了就要承担不利后果。保密协议又不是形式，OK？感性的来说，真是太可惜了。举报者太恶心。 ?,-0.146
只要没有班级群家长群什么的，就行了！ ?,-0.146
别整些虚头巴脑的，先把放学时间给延长到五点再说，至少跟家长下班时间差不多吧。2点就放学了孩子去哪？？家里老人看着写作业？？？？还是托管班以及各种兴趣班？？？学校的职能到底是什么？？宁愿家长交点钱，延长放学时间！！！ ?,-0.146
前脚通知这个，后脚通知取消早读，七点后到校，原早读时间改由学生在家中录朗读音频15分钟 ?,-0.146
撇开对错之说，我是感觉举报人心理素质真强大啊，三十位同学的命运因为他彻底改变了……不知道他午夜梦回会不会后悔 ?,-0.146
小学奥数题大学的我也做不出来 ?,-0.146
可是再怎么这也是泄题啊。只是觉得太惋惜了，毕竟都四战专业第一了，大概会直接选择就业不考研了吧。 ?,-0.146
绝了，给他们一次机会吧。真的心疼 ?,-0.146
大举报时代果然来临了...... ?,-0.146
大抵是生活在阴暗的沟渠里吧，人性没有一丝善良。 ?,-0.146
 说句实话 西外闹成现在这个样子 我一点也不觉得意外 ?,-0.146
我一学生，五年级，晚上英语作业先得给老师发个读单词或者课文的视频，老师才给发作业，能理解老师督促学生学习，但是也太麻烦了 ?,-0.146
强烈建议不允许老师课后布置作业，所有知识堂上解决。一切内卷解决。老师乐得轻松，耶???（禁止领导通过手机布置一切任务，点赞投票更不许！） ?,-0.146
现在都科技化了，手机是方便了，但是孩子还是不知道什么作业，还的问家长， ?,-0.146
人家好心分享你看完后举报，还看到说有三站四站的同学，真不敢相信他们有多失落，可能我三观不正吧 ?,-0.146
分享题目的人应该也没有益处吧？大概是群里有人问才说的然后也没有想到有处罚 ?,-0.146
如果签过保密协议的话为什么不遵守呢 如果觉得是霸王条款自己是弱势方的话也可以选择不接受这个规则 自己犯的错误自己负责任我感觉人大在这件事上没什么问题 但是建议一视同仁 处理了法硕复试别的复试泄题也一并处理 ?,-0.146
你觉得小孩子都要学习奥数吗？ 你觉得小孩子都要学习下奥数吗？ ?,-0.146
 文字温柔不见怨怼的背后是无数日夜的努力被击碎后的无奈。 ???,-0.146
并非故意泄题，只能说举报人道德败坏，害人之心不可有，防人之心却也不可无也是个温柔的人，祝安好 ?,-0.146
 没法自给自足 办事效率不高堵墙架铁丝网比啥事都快  ?,-0.146
每个人不同角度，看这个事件都有一定道理。我不想从被举报者和举报者的角度去谈。我想说，规则的不完善，导致了这场悲剧。我们的规则该随时代而发展，而变化，具体问题具体分析，复试真的属于灵活性比较强的一关，不应该把一段话或者一张纸的规定当作教条。规则需要严格，也需要温度！个人观点 收起全文d,-0.146
 普通孩子该不该学奥数？听听中科院院士怎么说 L大眼闲言的微博视频 ?,-0.146
远邻居力挺西外，向懒政滥政官僚主义开刀 2西安·西北政法大学 ?,-0.146
不只是西安外国语大学 很多大学都是这样，这样的封闭式有什么意义？ 2乌鲁木齐 ?,-0.146
 想起来之前某人去面试的时候群里有人提醒不要说题目，晚上翻了翻聊天记录还真是，这样善意提醒的人比最后举报的人格局大了很多啊 ?,-0.146
 我猜测发邮件的肯定是没考上的学生而且保守估计?举报者混在班里定是顶级狼人杀开局有一说一  我是觉得举报者最可恨 2东莞 ?,-0.146
上星期我妈来学校门口给我送东西看着校门口进进出出的人小声问我:我能进你们学校吗，我看他们都能进我他妈差点哭了我一个从来不爱回家的硬汉看着我妈那双有点慌张的眼真的绷不住了让我出去吧我要回家@陕西中医药大学 ?,-0.146
唉，我们学校也是，周边四五所学校全部解封了，只有我们还不能出门，校外的快递都放了快半个月了还没拿到 ?,-0.146
  作为已毕业的学长，看到学弟学妹们这么有精神甚感欣慰。望诸君坚定地以学校一刀切的形式主义为斗争对象，切勿误伤一干无关人等，团结一切可以团结的力量，以合理诉求向校方争取自己的权益。祝诸君斗争成功！ ?,-0.146
长大之后才发现，世界并没有我们想象中的那么美好，人也没有我们想象中的那么善良 ?,-0.146
真的非常可惜啊，尤其是初试415的那几个，三战四战很不容易了。规则如此没办法但也确实可惜。不过举报人的动机，大家懂得都懂跟去年废?粉丝干的事有啥区别呢从小到大最恨的就是这种爱打小报告乱告状的人杠精勿扰，杠就是你对(你本来就做错了呀，我告诉老师也没错呀！...)高举道德大旗看似正义感爆棚其实背后都不过是为了自己的私利。这就是人性 收起全文d,-0.146
法律硕士（非法学）专业，今天一战成硕的可能性微乎其微，400+的背后意味着什么怕只有考研人才明白…… ?,-0.146
 子午孕教社区活动开始啦~老师们到社区医院带着孕妈妈一起做运动了，脖子扭扭屁股扭扭，一起动起来呀 2青岛·卓越?世纪中心 L子午孕教的微博视频 ?,-0.146
    西外快解封！反对形式主义封校！请学校正视学生诉求！ ?,-0.146
 虽然但是，那些或许因试题被透露而受益的人……？ ?,-0.146
这个让我感到最疑惑的，也是我考研期间最疑惑的，不仅复试，就连笔试，每个学校的专业课考题都不外泄……难道老师出个同类题这么难吗？考试不仅要学习，还要想尽办法找所在学校的真题，就很离谱……更不用说这一事件了，我只能想到，如果一个人变得对所有的事都警惕冷漠，大概率是被社会残忍伤害过吧 收起全文d,-0.146
 ?啊 吵了半天 学校毫无反应 西北大解封了 西北政法解封了  姐疯了 ?,-0.146
强烈建议三年级以下取消手抄报！！！！！！ ?,-0.146
  大学老师就是这么做的他们用的是电脑 ?,-0.146
想起来上一年复试完我不敢聊考试的内容 我还提醒同学 千万不要在本专业复试结束前和别人聊考试题 尤其是打字的那种 同学问我为什么 我还说 签了保密协议 怕被举报！没想到！今年真有这样的事情发生！ ?,-0.146
之前带过一次家教如果只写孩子记得作业总是会少这少那的因为家教的小孩会偷偷的少写作业所以老师在学校布置作业要求后然后再给家长发一份说实在的以前上学的时候大部分小孩都偷偷少写作业过就因为家长不知道所以才能混过去害都啥啊 ?,-0.149
北京地区415稍微代入一下我人就已经没了 ?,-0.149
没有凉水这个操作是真的迷惑，从九月初就开始了，都不知道在超市买了多少桶装水了，现在宿舍楼下又出现很多卖桶装饮用水的，不得不怀疑学校的居心 ?,-0.149
@西安外国语大学  都解封！ ?,-0.149
不得用手机布置作业还是可以用手机做别的事情，真心希望取消家长群上有政策下有对策 ?,-0.149
我们学校全靠同行对比，这样看起来在北郊的我们还不是那么的惨兮兮，解封gkdgkd！！！ ?,-0.149
因为淋雨三四年，所以愿意为别人撑伞 ?,-0.149
原先在法硕圈里爆出来，没想到上了热搜。最高分的两名同学据说是一个是三战，一个是四战，真不知道他们为此付出了多少努力才得到的最高分。当然也非常令人遗憾。不过规则就是规则，虽然分享者是一片好心，但无视了规则也没有保护好自己，同时也忽略了在最极端的竞争里也会有最真实的人性显露。 收起全文d,-0.149
 “只是难有披荆斩棘屡败屡战的决心，也难再有逐梦山海无怨无悔的热情，更对各中种种失望万分。”看得我好想哭，希望这位同学未来的人生更熠熠生辉，无论在什么领域。你所失去的，未来一定会以别的方式还回来。 ?,-0.149
比太阳更难直视的，是人心。      防人之心不可无。真的泪目了，看着那条朋友圈，“也难再有逐梦山海无怨无悔的热情”。这是毁了一颗纯粹的心 ?,-0.149
如果当年我举报了我上面by作假的人，我是不是也不会在两年后才上岸了吧。经历过才知道这个过程多么难熬。希望那些同学有个光明的未来。 ?,-0.149
从来没有人去教家长要如何做一个合格的学生家长 ?,-0.149
很替第一名可惜 感到很难过很绝望  因为考研就是很难很难  并且这种现象其实只是无意识想去帮助别人  可能是人大还是法律系吧   规则就是规则  摆在那    可怕的还是人性 2天津·天津师范大学 ?,-0.149
说实话，按照规则来说，举报者没有问题，校方处理的也符合规则，他们也只是按章办事，这只是第一个例子，以后所有的经验帖，回忆版本真题，反正除了官方给出的所有内容外，其余的都属于泄题了。考研终于要真的公平公正了，这是好事情呀。 ?,-0.149
我只是觉得如果一个人付出了善意，却没有得到回报，不该是这样的                                           ——谢怜《天官赐福》 ?,-0.149
院士不建议普通孩子学奥数 网友：现在的孩子已经学编程了 ?,-0.149
大可不必如此 最为低年级学生家长 觉得手机布置作业还是挺香的 倒是安全教育平台啥时间关一下 可TM太烦了 ?,-0.149
解散家长群多好，像以前一样，作业都让孩子抄到本子上，回家孩子自己做，家长就签个字，写好了就可以玩啦 ?,-0.152
 就是啊，也不是所有小孩就得学，现在的家长都拼命给孩子报补习班一点乐趣都没了 ?,-0.152
量力而行，没错。少干费力不讨好的事情。 ?,-0.152
 说真的，让孩子用手机做作业会大概率增加他们的网瘾。 你觉得让孩子使用手机做作业好处多还是坏处多 ?,-0.152
不得用手机布置作业，那手机的正确使用方式是什么呢？随小抚@抚顺市消防救援支队 戳图看看吧 ?,-0.152
 看看某高校 ?,-0.152
规则已经在立法层面最大程度实现了利益平衡 对于每个参与者 对于社会整体程序未结束泄题给“一部分人” 就破坏了大家共同认同的初衷不在群里、先于泄题人考试的人、在群里的被迫受益者、泄题人本人、程序本身......都受到了损害学法律的 考法硕的学生 甚至执业的博主都有震撼到我......又气又失望到底是学法进一步狭隘了自己的视角还是因为学法不精 收起全文d,-0.152
还是需要多学习理论知识的，不然一不小心触碰学生的底线真的让自己好被动……我都不知道怎么补救了？Help！！！ ?,-0.152
卑鄙是卑鄙者的通行证  高尚是高尚者的墓志铭 感触很深了 ?,-0.152
人大复试泄题取消复试分数事件让人心有余悸，吓得我找出当年我的复试经验贴，还好还好，我真聪明，作为一个高度警觉的法律人，没有泄题 ?,-0.152
 好精致的利己主义者 希望这些愿意为他人分享且本就有实力的人才未来能好 ?,-0.156
睡前看到这个 闭上眼睛 满脑子都是难受 又拿起手机 看大家的微博讨论 ?,-0.156
学校多把心思放在学生的需求和意见上吧，而不是想着怎样薅羊毛，你给教学楼的饮水机加个温水的速度要赶得上给门缠铁丝网给栏杆抹油的速度，你外能起义？？今天真的是给恶心坏了，不是大半夜想闹事，是真的不想再忍受这种无意义的封闭 ?,-0.156
“四站是毅力，415是能力，分享是善意，规则是前功尽弃”愿以后依然可以乘风破浪，有面对一切的勇气??? ?,-0.156
还好我们学校虽然不解封但生活啥的都算正常有的学校好惨呐 ?,-0.156
然后就有更多时间校外补课了。? ,-0.167
我看了一圈下来大都是在喷这个提议代表的！难道只有我双手赞成吗？？我就搞不明白了，人家明明想表达的意思是：“在学校完成了家庭作业，回家可以做一点自己喜欢的事情培训兴趣爱好”怎么就被那些愤怒的网友曲解了？左句右句培训班，意思在家做作业就不上培训班了? ,-0.167
就算“家庭作业”在学校可以完成，老师也可以无私奉献地陪着学生写完作业，但指望学生回家后自我查漏补缺，“自主选择一些拓展性、补充性作业”，就是一个笑话。尤其是在这个时代，有手机有游戏，多少学生放学之后有这样的自律意识？老师提要求了，学生都做不到，? ,-0.167
等你的學校有十幾個社團真正在活動，讓孩子開心和興趣，體育課各種有選擇有場地，雙十一允許唱單身情歌，有各種各樣的選修課可以體驗的時候你再來說這種觀點不對吧自己學校把這些東西吞掉了，還增加時間是你們學校的問題，与國家政策不符合，和完全德智體美勞全面貫徹落實的學校提出的建議，為何不對？？？？收起全文d ,-0.167
我非常担忧，如果家长没办法管，老师不敢管，社会没法管，变成快乐教育还不如填鸭。快乐教育只会加剧社会阶级固化，制造更多傻子，这个事情可以参考西方民众目前的反智行为，以及湾湾。填鸭虽然不快乐，但是好歹知道的多，私立教育只会加剧问题，不可能解决问题。其实根源很大一部分大家都懂，因为劳动法形同废纸，所以家长受完社会摧残，大部分到家已经无力回天。为什么要强求一个废物跟另一个废物，讲知识，讲道理。收起全文d ,-0.167
最好作业都在校内写完。但在校内完成的作业就不叫家庭作业了吧要不就别布置作业回家写iPad ,-0.167
我特别赞同网友的一句话：老师不敢布置作业，那就要家长自己搞，然后家长资源决定了一切。? ,-0.167
学生在校内完成家庭作业有利于家庭、邻里关系和谐，亲子关系融洽，父母再也不用准备降压药了，也不用抽出40米大砍刀了? ,-0.167
。。。想法挺好的，不过听说我们这里又要创城啦。忙哪头得看哪头官大喽。? ,-0.167
作业的意义在于巩固今天所学的内容，而不是仅仅把它写完? ,-0.167
啊这当时确实是在学校写毕竟十点下晚自习但还是够呛能写完? ,-0.167
我看了一圈下来大都是在喷这个提议代表的！难道只有我双手赞成吗？？我就搞不明白了，人家明明想表达的意思是：“在学校完成了家庭作业，回家可以做一点自己喜欢的事情培训兴趣爱好”怎么就被那些愤怒的网友曲解了？左句右句培训班，意思在家做作业就不上培训班了？中国的家长停下过培训班脚步吗？这和在学校和在家做家庭作业有毛关系？该反省的是家长自己！收起全文d ,-0.167
有些人想太多，原来上学时我都是在学校写作业，写完回家就可以看电视了，也没让老师看着啊，说有什么安全隐患的，我就无论你自己回家还是家长来接，早放晚放有什么区别？不爱学习，凭空想象力倒是挺牛！但是，这个代表的建议，我觉得没必要！这种事情完全看学生自愿程度，强制了反倒未必有效果！换个角度，自觉性强的，你留不留，该学好的还是会学好，不想学的，作业拖拖拉拉还是写不完！而且一旦强制就会给老师增加不必要的工作负担，有些人不好好学，那就让社会自然淘汰吧收起全文d ,-0.167
我初中那个时候课间都可以抓紧写题，抄写什么的留回家写，不会的还可以课间去问老师……现在好多学校不让年级排名连作业都不给判了吗……那九年级结束之后真的是台阶越来越大？这就是差距吧，好多地方教育资源已经往私立化走了。如果这些家长只图自己方便，享受免费资源，以后只会台阶越来越大。一个学校学生可能都讨论考题去了，另一个学校还在讲纪律问题能不能惩罚……不过学霸也都自学吧，人家就是学习能力强……这确实得承认……收起全文d ,-0.167
其实我也特别希望学生能在学校就做完家庭作业，个别学生每次回家做的都是一塌糊涂甚至根本就不做每天多留一个小时在学校做都做不完，然而优秀的学生能提前就做完了还要问我还有没有其他要做的? ,-0.167
相应的教师待遇也提高吧。还有乡村老师待遇也得大幅度提高吧。现在整的是，优秀大学生根本不愿意回农村来，从师资上城市和农村差距悬殊。? ,-0.167
昨晚一年级的语文第三课吃水不忘挖井人需要抄写和默写的词语就38个。早上起来还要再默写一遍。这只是一天的语文作业中的其中一样，数学要写练习册，英语要读英语老师布置的网上作业，这些都完成了第二天默写默的不理想老师还要私发消息和家长们说不认真问家长怎么教的，天天作业写完都10点了，不得不说现在的孩子太辛苦了。2上海·康桥收起全文d ,-0.167
哈哈，那还怎么能叫家庭作业？叫校内作业/校内项目？? ,-0.167
然后回家可以做课外作业了是吧，妙啊? ,-0.167
那还叫什么“家庭”作业2邢台? ,-0.167
也好也不好，有的学生在校内完成家庭作业后，回来啥事没有，只想着玩手机啊！? ,-0.167
五年级孩子在学校写一个小时，回来吃完饭能写到七八点，背诵，手抄报之类的也是需要时间的? ,-0.167
作业布置少了，在学校里做完了，那么不好意思回家还要做家长布置的作业。为什么？还不是为了升学考试能考个好学校~~~没有人不想偷懒，但是不允许啊！? ,-0.167
【小学生作业不出校门，你持什么观点？】只要你走进家有娃的家长，你就会听到“作业太多”、“家长批改作业”、“家长压力山大”、“娃厌学不听话啊”的抱怨声。今天有官方消息说了，小学阶段作业不出校门，这是不是降低抱怨之声的良药？我现在就从家长、教师和学生三个角色来谈谈自己的看法。：、L张开教授的微博视频收起全文d ,-0.167
想到鲜于初中在我这里封神的名言：“回家作业回家做。”? ,-0.167
家庭作业，存在的价值是什么？高效的学习应该是把上课时间利用好吧? ,-0.167
这个提议好！这才是真正的人民代表！过去几年，以减负为名，小学下午三点就放学，极大的加重了家长看护孩子的负担。数亿家庭不得不花费大量金钱给孩子报各种课后培训班作业班。与此同时，老师则成了彻头彻尾的特权阶级，不改作业，三点下班，到? ,-0.167
我觉得现在的教育。。。提高教师的薪资待遇才是最要紧的我们大学的一个法律老师说“如果我的年薪超过二十万，我肯定什么也不干，不会去做一些法律顾问来挣钱，我就整天琢磨怎么设计课堂让你们更有学习兴趣，学的更好。但是现在我的状态就是尽力上课，课余做点兼职补贴家用”大学老师都是这样何况是高中老师，初中，小学老师呢老师操着最多的心，拿着微薄的工资整天喊累喊烦是因为付出和收获不成正比也并不是现在教师师德的问题其实说真的连基本生活需求都满足不了的老师肯定对工作越来越倦怠对学生越来越糊弄真正钻研教学法的老师真的少之又少自己做蜡烛燃烧自己照亮学生的老师真的又很少马斯洛的金字塔说明了个人生存需求满足了之后才会考虑其他更高层次的东西这并不是师德败坏而是人的规律哎。。。。。。但是国情摆在这没办法不过希望中国教育越来越好收起全文d ,-0.167
幼儿园的手工作业也不能忘了哟幼儿园作业？不都家长完成的嘛? ,-0.167
少布置作业不就行了！老师还轻松一点！说到底也真的只是一份职业！为什么其他各行各业摸鱼都可以是反对资本家压迫，老师就要被站在道德制高点上指责！我觉得公立学校还是要学习西方快乐教育的！? ,-0.167
那还叫家庭作业？直接叫课堂作业好了? ,-0.167
虽然建议不错，但这还叫家庭作业吗？? ,-0.167
要让学生在校内完成家庭作业，必须大幅度减少家庭作业的数量。很多学生之所以在家熬夜做作业，就是老师布置的作业太多。但有些学生为了提高成绩，即使学校不布置家庭作业，这些学生也会加班熬夜做作业，刷试题。记得我上高中的时候，也是有熬夜到天明的时候。常常睡到半夜还爬起来做几何证明题！收起全文d ,-0.167
我们以前晚自习是晚上7点到10点这时常不完成也不行啊? ,-0.167
很烦太理想了效率蛮低的? ,-0.167
校外托管班小作坊，哭晕在厕所2常州·常州站? ,-0.167
很难！我觉得问题的关键在于减负！现在无论是学生、家乡还是老师，都各自承担着压力，尤其是心理压力，需要大家多多关注，如何缓解心理压力才是关键！? ,-0.167
都是在想办法提高生育率，我们河北地区生育率不怎么下降，尤其是石家庄地区和邯郸地区。每家最少一个，一般是俩，偷偷生仨的也有，重点小学没15万打底进不去，衡水中学就是河北的未来。? ,-0.167
这可能吗先不说个体差异就只在校内完成作业保不准家长要准备其他作业给孩子孩子上学竞争压力太大了家长都有压力恨不得替孩子承担? ,-0.167
一点个人想法。小学课后作业应控制在半个小时内完成。如果延长课后在校时间，可在小学初中设置在校课外兴趣班，让少年宫直接走进学校，开设美术，器乐，声乐，武术，篮球排球足球等各种非学业兴趣班。让孩子更多的可能性，在小学到初中阶段，找到自己最擅长最喜欢的事物。而学校在不让老师加班的情况下，合理安排各科老师的上下班时间收起全文d ,-0.167
O打人者无事，受害人被拘，是非倒置枉法警察如何为人民服务？? ,-0.167
感觉不太现实现在学生压力大家长压力大教师压力也很大都理解对方吧? ,-0.167
我也想呐，可是这个作业呀就是写也写不完哭了不过我在学校的时候确实效率会高好多? ,-0.167
对啊，回到家都是作业那家长跟孩子相处的机会和互动就很少了，家长把重心要么放在工作上，要么放在孩子学习上，那孩子的心理关注度就很少了，这个得看孩子年龄阶段决定。? ,-0.167
懂了，在校内完成作业，然后回家继续完成家长和补习班布置的? ,-0.167
，提这个问题的代表是没有下来基层调查过，纸上谈兵，现在的学生的上学课本的内容几乎是要靠猜了，重点的内容几乎是寥寥数笔，而且现在的大部分学生理解能力的养成是来自于重复练习的阶段才能记得住内容。这个问题的重点是教学老师的问题，要用点心去教。这个问题的? ,-0.167
@惟唯一箫39615:你们觉得这之后不会考虑教师的问题？肯定会考虑的啊，就算需要老师来继续工作，肯定也不是全部教师吧？而且必定也会有相应的奖励。你们现在抱怨啥呢？? ,-0.167
我觉得可以，私立小学都是在校完成作业8:30回家，有老师管着效率高习惯也好，在家磨磨蹭蹭的气得我血压飙升还未必?成效，我可是太愿意出钱让老师监督做作业了。? ,-0.167
建议没用”L中新视频的微博视频? ,-0.167
我弟老师天天把作业发群里，我问他作业是什么，他每次都说不知道，在群里反正教育厅一堆形式主义，老师难，学生更难，然后现在就大家都想偷懒呗，父母不想管，想交给老师，老师又想让家长多负责行呗！让学生自己管自己呗!两边都不麻烦收起全文d ,-0.167
同时建议给教师加工资或给予一定加班补贴老师也是人别累死老师吧? ,-0.167
